OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2251 DEB,1993-036GW,2024-10-09T14:43:53.618592,14.37962501,0.0040267,74.0193,44.3469,233.5398,126.2043,0,U,34011,999,81738,3.5152E-03,1.0715E-04,0
COSMOS 2251 DEB,1993-036GZ,2024-10-09T14:19:40.622016,14.65243356,0.0044929,74.0220,33.3027,284.2118,86.7385,0,U,34014,999,82999,3.1875E-03,1.7444E-04,0
COSMOS 2251 DEB,1993-036HA,2024-10-09T05:08:35.392128,14.53358816,0.002207,74.0263,256.0167,96.4750,275.1097,0,U,34015,999,82278,7.443E-03,3.1168E-04,0
COSMOS 2251 DEB,1993-036HD,2024-10-09T12:22:03.839808,13.80155430,0.0267357,73.8771,99.0925,213.8768,179.0071,0,U,34018,999,78733,2.0203E-03,2.729E-05,0
COSMOS 2251 DEB,1993-036HE,2024-10-08T23:56:15.843840,14.30746802,0.0063385,73.9545,119.3200,33.7910,116.7593,0,U,34019,999,81366,3.2804E-03,8.763E-05,0
COSMOS 2251 DEB,1993-036HG,2024-10-09T12:56:13.373952,14.47519975,0.0019248,74.0387,214.3738,106.5681,68.1658,0,U,34021,999,82413,1.848E-03,6.79E-05,0
COSMOS 2251 DEB,1993-036HH,2024-10-09T07:20:58.158816,14.37900395,0.0021717,74.0567,341.5193,159.4165,318.8036,0,U,34022,999,82020,1.156E-03,3.475E-05,0
COSMOS 2251 DEB,1993-036HJ,2024-10-09T14:16:02.754048,14.38955489,0.0017861,74.0268,325.0981,172.7025,308.3247,0,U,34023,999,82037,1.2371E-03,3.797E-05,0
COSMOS 2251 DEB,1993-036HK,2024-10-09T12:29:11.239008,14.34601790,0.0021276,74.0493,22.2706,185.5906,186.0579,0,U,34024,999,81867,9.3027E-04,2.61E-05,0
COSMOS 2251 DEB,1993-036HM,2024-10-09T13:10:12.609120,13.63657025,0.0355967,73.7694,330.0571,265.2315,214.1482,0,U,34026,999,77677,3.9526E-03,4.78E-05,0
COSMOS 2251 DEB,1993-036HP,2024-10-09T12:10:31.624608,13.20030858,0.0546692,73.8803,285.1288,134.6969,31.8047,0,U,34028,999,75342,1.1966E-03,1.037E-05,0
COSMOS 2251 DEB,1993-036HS,2024-10-09T14:14:45.369024,14.52834488,0.0023494,74.0164,231.4824,95.3746,78.1350,0,U,34031,999,82316,3.3726E-03,1.392E-04,0
COSMOS 2251 DEB,1993-036HT,2024-10-09T13:11:41.838720,14.90495178,0.0010151,74.0197,208.2104,19.6691,153.3303,0,U,34032,999,82433,1.4489E-02,1.44579E-03,0
COSMOS 2251 DEB,1993-036HU,2024-10-09T10:43:10.443360,14.86091159,0.0025525,73.9963,248.1134,343.0495,155.2578,0,U,34033,999,82229,2.599E-02,2.36892E-03,0
COSMOS 2251 DEB,1993-036HW,2024-10-09T10:42:56.903616,14.44239478,0.0048749,74.0679,72.2685,187.9546,243.5215,0,U,34035,999,81749,9.1516E-03,3.2021E-04,0
COSMOS 2251 DEB,1993-036HX,2024-10-08T09:58:16.461984,14.65009253,0.00254,74.0331,277.3008,65.3624,295.0186,0,U,34036,999,82204,6.9041E-02,3.90659E-03,0
COSMOS 2251 DEB,1993-036HY,2024-10-09T13:25:19.200864,14.32456000,0.0056115,74.0504,114.8013,270.6551,88.8170,0,U,34037,999,81566,1.811E-03,4.967E-05,0
COSMOS 2251 DEB,1993-036JB,2024-10-09T10:20:44.917152,13.66049784,0.0347765,73.9595,54.1612,93.3008,270.7948,0,U,34040,999,77731,7.9391E-03,9.891E-05,0
COSMOS 2251 DEB,1993-036JG,2024-10-09T12:48:44.206272,14.33675102,0.0026947,74.0414,15.9617,208.5938,226.0988,0,U,34045,999,81881,4.5902E-04,1.252E-05,0
COSMOS 2251 DEB,1993-036JH,2024-10-08T11:31:05.471616,14.40350922,0.0086338,74.0387,90.5127,280.6457,99.3777,0,U,34046,999,81616,2.1037E-02,7.0429E-04,0
COSMOS 2251 DEB,1993-036JM,2024-10-09T00:53:53.696256,13.94641076,0.0220032,74.0919,26.3652,194.7205,339.9451,0,U,34050,999,79437,4.9649E-03,8.105E-05,0
COSMOS 2251 DEB,1993-036JQ,2024-10-09T13:23:45.465504,13.48295363,0.0424424,73.8452,213.4051,73.5513,291.1786,0,U,34053,999,76897,2.911E-03,3.12E-05,0
